bin,t_stat,p_val
1,-4.254158022673062,0.0010646936663881047
2,-1.899307697945059,0.044993821660890075
3,0.2689586416903763,0.3970127833584721
4,-0.17572764801891264,0.4321990831173579
5,1.3435194839895008,0.10599731903748617
6,2.635702789715521,0.0135520249515527
7,1.5626195000248198,0.07628907496185912
8,1.4720362205816577,0.08754781992497293
9,1.608599701945221,0.0710825595347271
10,0.4147100544653922,0.3440323822744086
11,-0.4117307564181795,0.34508476237468644
12,0.9815310010028097,0.17598913801734434
13,-0.9476154958241418,0.1840364379576902
14,0.860025740655524,0.2060487880326175
15,0.9185674808051756,0.1911398957893209
16,0.8939387662609898,0.19731552780136685
17,1.51911943222239,0.08152507025546898
18,-1.2935275234356145,0.11401971779757138
19,-5.4956020283046945,0.00019117811136552828
20,-3.7848131975308417,0.002158470140471049
21,-5.733990363273424,0.00014096503244754642
22,-5.994435450909503,0.00010194318767993581
23,-1.1102111089057496,0.14784420318662067
24,6.0983984155555415,8.979660839689897e-05
25,1.3894532053235855,0.09905272268140516
26,3.774184925921611,0.002194050181021147
27,0.5237062959372879,0.30656640084124565
28,0.4425417675009226,0.3342708392484066
29,1.6041065110918464,0.07157690038989692
30,0.9986161138960267,0.17203550833579606
31,0.9662686489150077,0.179577709304171
32,-0.7842811805338067,0.22651099244916184
33,0.09171721543302082,0.46446586635531845
34,-0.9142308729272302,0.19221711706168815
35,-0.2835947008032621,0.3915683515968949
36,2.3870235899407195,0.02037788093218493
37,1.3198668513336045,0.10973159770051105
38,0.5703246218067393,0.2912067951919401
39,-2.0547950593909836,0.035033991613532586
40,0.2690779875594251,0.39696829086322843
41,-1.8534390161261936,0.048409802248261635
42,-1.1113514071676869,0.1476114424278883
43,-3.5261700098719992,0.003226310714190833
44,-0.41615652384341745,0.3435219549965519
45,0.5988513590074406,0.28201951421044946
46,5.740132907012678,0.00013987699499963993
47,3.9658408647666783,0.001637594170499846
48,2.552976912751327,0.015521378933749365
49,1.5948660987009793,0.0726032527767207
50,1.1450658759426025,0.14085911214518135
51,-0.36297005837774116,0.36250284911803654
52,-0.3424563665203757,0.3699347009096189
53,-0.2666694223265387,0.39786651510791965
54,0.30831536372625873,0.38242955061239114
55,-1.6719496274810752,0.06443330049779744
56,-1.2271696022464074,0.12544504158236744
57,-1.6232714366853203,0.06948970524746653
58,-0.5798604500639352,0.28811747937575405
59,0.7503468627351448,0.2361028353523193
60,-0.26960102184131074,0.39677332070901355
61,-0.23757918644274928,0.4087638286684795
62,0.12861154421077695,0.4502465951009071
63,-1.6655604049824804,0.06507736872047122
64,0.26746810086816725,0.3975685938158698
65,-2.021472814124331,0.036972968725835144
66,-2.2174999260430215,0.02689151892206267
67,1.5682744936342172,0.07563085594040292
68,6.514126314312918,5.4818074665669944e-05
69,1.3423951854148561,0.1061723584029123
70,3.209142994387212,0.005336792748543774
71,0.11193967732663372,0.45666403822360485
72,1.0585770765416618,0.15868774880051303
73,-1.549615251419872,0.07782212658921313
74,-0.017202352961625148,0.4933252523118982
75,-4.339816448525626,0.0009389841172809077
76,-3.964761648005961,0.0016402710714746682
77,-1.7096401807902422,0.060750692707304106
78,-1.1157102382067754,0.1467243596202339
79,7.687776546662081,1.518982335184174e-05
80,3.7406619410004014,0.0023103847300822967
81,3.9134553858230365,0.001773035818825783
82,1.688220887433872,0.06281919757855942
83,2.343618297790335,0.021880081195357077
84,-0.3167121423511924,0.37934248998318987
85,1.5361268510674857,0.07944114124388614
86,2.056850316867371,0.03491764859029689
87,0.23103964549576075,0.4112253936640785
88,0.46606679977784565,0.3261208278275657
89,-0.35677869582059174,0.364739672586459
90,0.921288575969992,0.19046619212254723
91,-0.5067077139449526,0.3122701774032048
92,-0.49898964327211065,0.3148776041123972
93,-2.040963210441488,0.03582671197200388
94,-2.161923075122777,0.029441417830073906
95,0.4258651296390651,0.34010471135334425
96,-1.5706142195238104,0.07536000675939979
97,-1.2595951426232315,0.11974936286350892
98,-1.0634426097198348,0.15764042816326887
99,0.8513934323273024,0.20831419561437425
100,0.2326261617955297,0.41062782724161545
101,0.42252252344745567,0.34127952526714633
102,1.1231139103293766,0.14522723302407653
103,3.6433607668893333,0.0026863598148358352
104,0.48684191699324814,0.31900351263985893
105,0.5230949688176953,0.3067705904648417
106,0.9086726712667356,0.1936041463916598
107,-3.328217079353529,0.004412046691749521
108,-1.9174614040891258,0.04370559270634062
109,-2.694260384299953,0.012312041873636135
110,-3.0690383552154996,0.006687383074140996
111,0.18511606736771324,0.42862123605908564
112,-0.4486811669219926,0.3321348099975082
113,0.7504371914512625,0.23607695808707535
114,-1.0159271641865777,0.16809782554690456
115,1.9683083164580237,0.04028051572205719
116,2.7406730528487593,0.011411213246501028
117,3.1300294334164476,0.006060562946573117
118,0.7996376963099632,0.2222562316111688
119,1.7188758447062442,0.059878178844157665
120,-0.03296031319467526,0.4872128203807682
121,4.552299405531628,0.0006906946012442859
122,0.7224824559038302,0.24417261438755566
123,1.4976519806570627,0.08422434937215832
124,-0.7306908557912057,0.24177737430629165
125,0.13088742269755865,0.4493716884488904
126,-1.9007158466119356,0.04489262905347821
127,-3.721174319163901,0.002380985860018155
128,-2.043230654562505,0.03569559319191668
129,-6.1750317278207625,8.18531621675346e-05
130,-2.59986282543812,0.014372346665743276
131,-0.37364091158220075,0.3586606167399844
132,2.503715572762191,0.016828008531641424
133,7.182184807786618,2.591084719759717e-05
134,2.8195712954862544,0.010030522573097438
135,3.1535422058765787,0.0058354183572862295
136,2.218276049427531,0.026857480475373688
137,2.1830750960429146,0.02844435546864321
138,1.0683677843347201,0.1565857033832918
139,-0.456074517134871,0.3295709845712925
140,0.2575845919465382,0.4012601956942198
141,-1.857685457958113,0.048083617073046994
142,-1.0824180584756318,0.1536068063267101
143,0.4931729060763727,0.31684989149862064
144,-0.35447049869637315,0.36557497218464235
145,0.18477473588728116,0.42875119615679436
146,1.1395668027776922,0.14194343105123236
