bin,t_stat,p_val
130,-15.492176531461672,4.259985454550082e-08
131,-2.56487972940005,0.015221220071426516
132,0.9729325868680369,0.17800425153332167
133,4.836001354859759,0.0004630755336446679
134,2.210501501353084,0.027200356863390698
135,3.8611111462798715,0.0019202714086086787
136,1.2311124571475571,0.1247408059110726
137,1.0516557422939266,0.16018679596106875
138,0.5046687221287316,0.3129579543241183
139,1.1191676475309065,0.14602371669853
140,0.16521063276889741,0.43621478152152204
141,0.45771633206751927,0.32900291270034887
142,-1.5932645198653668,0.0727824809212776
143,1.4128207163055762,0.09567189929611039
144,0.4826437395690181,0.32043558555248575
145,-1.6603209905347474,0.06560989199500049
146,1.9927334269118042,0.03872735827877171
147,2.8241157226474187,0.009956378625738319
148,-0.7848146205179093,0.22636229412693243
149,-0.5758450061385331,0.28941614638754903
150,-1.3715765112534772,0.1017078447310806
151,0.622935889014642,0.2743920823982057
152,-0.8770463189148621,0.20163242750693572
153,1.9894092162899801,0.038935335628609076
154,-1.107625802368632,0.14837299037411972
155,-1.7552660924071608,0.05655117655304418
156,-2.2616482784557013,0.025020802370534168
157,-1.7392032383191818,0.057998178077761545
158,-3.7366913813135754,0.002324588472284145
159,0.7172852612688276,0.2456969147113282
160,-1.846348930484071,0.04895903959588266
161,-1.21812837871477,0.12707218607320409
162,2.329620568180133,0.022387468525537472
163,1.5387692080767648,0.0791216438411962
164,0.6879729075784363,0.2544056118883935
165,-2.169744208253148,0.029068849616524724
166,-4.647575855951661,0.0006031241541473737
167,-3.630976217795594,0.002738644212171781
168,-1.477646809278347,0.08681021434066116
169,2.134063494631607,0.030806568980214957
170,4.196456656598511,0.0011594141645583588
171,1.8848275007129047,0.046046936527989524
172,-0.7551092498147775,0.23474101461897762
173,1.6694962179796482,0.06467992847152797
174,0.6373322114727803,0.26989044113757615
175,1.3781111061154332,0.10073032754994103
176,1.5601149982481606,0.07658221794438021
177,2.6162316772236234,0.01399166114542905
178,1.0363049597185807,0.16355022205500275
179,1.755390814532835,0.056540072527871126
180,3.045098754996369,0.006951357269547135
181,0.38634031835304344,0.3541097951334305
182,-1.0238630866748057,0.16631556073839102
183,1.583347793266377,0.07390109382297827
184,0.642794137327704,0.2681939390462412
185,2.0264996793961467,0.03667401639395501
186,-1.2549776727271196,0.1205471766180093
187,1.4411318075444626,0.09170961123463428
188,-0.9893915056442856,0.17416183224951343
189,1.80689961917229,0.052122805281393805
190,-0.39043238748797815,0.3526485593699925
191,7.329372095371866,2.211764616401656e-05
192,5.066299121259319,0.000337624381792945
193,2.286209561804172,0.024035894004213857
194,2.3311866972820567,0.022330127980128473
195,2.8820780400039343,0.009058285961509663
196,3.909401965396866,0.0017839990679389256
197,7.266139550705473,2.3667113263469437e-05
198,1.2224138579337243,0.12629879388457643
199,-0.7784926972790013,0.22812871206180912
200,-2.4540755326321246,0.01825589604512959
201,-0.7828202705772528,0.226918557650522
202,-5.087770169090495,0.00032795185697044783
203,-0.8233516164229746,0.21579178935968457
204,5.678359717759026,0.00015124780662598204
205,5.176193012197585,0.00029115565342661997
206,3.976188731670851,0.0016121609917581913
207,3.442688580583783,0.003679595922266091
208,-0.6434339602398108,0.26799561954394757
209,-1.309923026035036,0.11133429883504362
